schedule_date,season_year,week_number,HT_season_record_OU,HT_season_record_AS,HT_season_record_SU,team_home,home_score,away_score,team_away,AT_season_record_SU,AT_season_record_AS,AT_season_record_OU,team_favorite_id,favorite_spread,over_under_total,home_SU,away_SU,home_AS,away_AS,OU_result,stadium,stadium_neutral,weather_detail,temperature,wind_mph,humidity,fav_home_away,HT_season_wins_SU,HT_season_losses_SU,HT_season_ties_SU,HT_season_wins_AS,HT_season_losses_AS,HT_season_pushes_AS,AT_season_losses_AS,AT_season_pushes_AS,AT_season_wins_AS,AT_season_wins_SU,AT_season_losses_SU,AT_season_ties_SU,HT_season_overs,HT_season_unders,HT_season_pushes_OU,AT_season_overs,AT_season_unders,AT_season_pushes_OU
9/1/1979,1979,1,0-0-0,0-0-0,0-0-0,Tampa Bay Buccaneers,31,16,Detroit Lions,0-0-0,0-0-0,0-0-0,TB,-3,30,Win,Loss,Win,Loss,Over,Houlihan's Stadium,FALSE,,79,9,87,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/1979,1979,1,0-0-0,0-0-0,0-0-0,Buffalo Bills,7,9,Miami Dolphins,0-0-0,0-0-0,0-0-0,MIA,-5,39,Loss,Win,Win,Loss,Under,Ralph Wilson Stadium,FALSE,,74,15,74,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/1979,1979,1,0-0-0,0-0-0,0-0-0,Chicago Bears,6,3,Green Bay Packers,0-0-0,0-0-0,0-0-0,CHI,-3,31,Win,Loss,Push,Push,Under,Soldier Field,FALSE,,78,11,68,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/1979,1979,1,0-0-0,0-0-0,0-0-0,Denver Broncos,10,0,Cincinnati Bengals,0-0-0,0-0-0,0-0-0,DEN,-3,31.5,Win,Loss,Win,Loss,Under,Mile High Stadium,FALSE,,69,6,38,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/1979,1979,1,0-0-0,0-0-0,0-0-0,Kansas City Chiefs,14,0,Baltimore Colts,0-0-0,0-0-0,0-0-0,KC,-1,37,Win,Loss,Win,Loss,Under,Arrowhead Stadium,FALSE,,76,8,71,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/1979,1979,1,0-0-0,0-0-0,0-0-0,Los Angeles Rams,17,24,Oakland Raiders,0-0-0,0-0-0,0-0-0,LAR,-4,36.5,Loss,Win,Loss,Win,Over,Anaheim Stadium,FALSE,,70,10,77,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/1979,1979,1,0-0-0,0-0-0,0-0-0,Minnesota Vikings,28,22,San Francisco 49ers,0-0-0,0-0-0,0-0-0,MIN,-7,32,Win,Loss,Loss,Win,Over,Metropolitan Stadium,FALSE,,70,11,67,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/1979,1979,1,0-0-0,0-0-0,0-0-0,New Orleans Saints,34,40,Atlanta Falcons,0-0-0,0-0-0,0-0-0,NO,-5,32,Loss,Win,Loss,Win,Over,Louisiana Superdome,FALSE,indoor,72,0,0,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/1979,1979,1,0-0-0,0-0-0,0-0-0,New York Jets,22,25,Cleveland Browns,0-0-0,0-0-0,0-0-0,NYJ,-2,41,Loss,Win,Loss,Win,Over,Giants Stadium,FALSE,,73,10,76,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/1979,1979,1,0-0-0,0-0-0,0-0-0,Philadelphia Eagles,23,17,New York Giants,0-0-0,0-0-0,0-0-0,PHI,-7,31.5,Win,Loss,Loss,Win,Over,Veterans Stadium,FALSE,,76,9,84,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/1979,1979,1,0-0-0,0-0-0,0-0-0,Seattle Seahawks,16,33,San Diego Chargers,0-0-0,0-0-0,0-0-0,SEA,-2,42.5,Loss,Win,Loss,Win,Over,Seattle Kingdome,FALSE,indoor,72,0,0,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/1979,1979,1,0-0-0,0-0-0,0-0-0,St. Louis Cardinals,21,22,Dallas Cowboys,0-0-0,0-0-0,0-0-0,DAL,-4,37,Loss,Win,Win,Loss,Over,Busch Memorial Stadium,FALSE,,76,7,73,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/1979,1979,1,0-0-0,0-0-0,0-0-0,Washington Redskins,27,29,Houston Oilers,0-0-0,0-0-0,0-0-0,TEN,-4,33,Loss,Win,Win,Loss,Over,RFK Memorial Stadium,FALSE,,80,11,85,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/3/1979,1979,1,0-0-0,0-0-0,0-0-0,New England Patriots,13,16,Pittsburgh Steelers,0-0-0,0-0-0,0-0-0,PIT,-2,37,Loss,Win,Loss,Win,Under,Foxboro Stadium,FALSE,,78,13,80,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/1979,1979,2,0-1-0,1-0-0,1-0-0,Denver Broncos,9,13,Los Angeles Rams,0-1-0,0-1-0,1-0-0,DEN,-2,31.5,Loss,Win,Loss,Win,Under,Mile High Stadium,FALSE,,67,8,50,Home,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
9/9/1979,1979,2,0-1-0,0-1-0,0-1-0,Baltimore Colts,26,29,Tampa Bay Buccaneers,1-0-0,1-0-0,1-0-0,PICK,0,33,Loss,Win,Loss,Win,Over,Memorial Stadium (Baltimore),FALSE,,64,8,65,None,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
9/9/1979,1979,2,0-1-0,1-0-0,0-1-0,Buffalo Bills,51,24,Cincinnati Bengals,0-1-0,0-1-0,0-1-0,CIN,-3,34,Win,Loss,Win,Loss,Over,Ralph Wilson Stadium,FALSE,,54,7,63,Away,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
9/9/1979,1979,2,0-1-0,0-0-1,1-0-0,Chicago Bears,26,7,Minnesota Vikings,1-0-0,0-1-0,1-0-0,CHI,-6,31.5,Win,Loss,Win,Loss,Over,Soldier Field,FALSE,,60,11,64,Home,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
9/9/1979,1979,2,1-0-0,0-1-0,0-1-0,Detroit Lions,24,27,Washington Redskins,0-1-0,1-0-0,1-0-0,PICK,0,35.5,Loss,Win,Loss,Win,Over,Pontiac Silverdome,FALSE,indoor,72,0,0,None,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
9/9/1979,1979,2,0-1-0,0-0-1,0-1-0,Green Bay Packers,28,19,New Orleans Saints,0-1-0,0-1-0,1-0-0,GB,-3,35,Win,Loss,Win,Loss,Over,Lambeau Field,FALSE,,60,13,71,Home,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
9/9/1979,1979,2,0-1-0,1-0-0,1-0-0,Kansas City Chiefs,24,27,Cleveland Browns,1-0-0,1-0-0,1-0-0,PICK,0,36,Loss,Win,Loss,Win,Over,Arrowhead Stadium,FALSE,,71,14,60,None,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
9/9/1979,1979,2,0-1-0,0-1-0,1-0-0,Miami Dolphins,19,10,Seattle Seahawks,0-1-0,0-1-0,1-0-0,MIA,-7,40.5,Win,Loss,Win,Loss,Under,Orange Bowl,FALSE,,81,13,81,Home,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
9/9/1979,1979,2,0-1-0,0-1-0,0-1-0,New England Patriots,56,3,New York Jets,0-1-0,0-1-0,1-0-0,NE,-8,42,Win,Loss,Win,Loss,Over,Foxboro Stadium,FALSE,,59,12,68,Home,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
9/9/1979,1979,2,1-0-0,1-0-0,0-1-0,New York Giants,14,27,St. Louis Cardinals,0-1-0,1-0-0,1-0-0,ARI,-3,36,Loss,Win,Loss,Win,Over,Giants Stadium,FALSE,,63,13,54,Away,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
9/9/1979,1979,2,0-1-0,1-0-0,1-0-0,Pittsburgh Steelers,38,7,Houston Oilers,1-0-0,0-1-0,1-0-0,PIT,-6,37,Win,Loss,Win,Loss,Over,Three Rivers Stadium,FALSE,,55,6,69,Home,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
9/9/1979,1979,2,1-0-0,1-0-0,1-0-0,San Diego Chargers,30,10,Oakland Raiders,1-0-0,1-0-0,1-0-0,LAC,-3,42,Win,Loss,Win,Loss,Under,Qualcomm Stadium,FALSE,,73,9,82,Home,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
9/9/1979,1979,2,1-0-0,1-0-0,0-1-0,San Francisco 49ers,13,21,Dallas Cowboys,1-0-0,0-1-0,1-0-0,DAL,-13,39,Loss,Win,Win,Loss,Under,Candlestick Park,FALSE,,65,15,65,Away,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
9/10/1979,1979,2,1-0-0,0-1-0,1-0-0,Philadelphia Eagles,10,14,Atlanta Falcons,1-0-0,1-0-0,1-0-0,PHI,-4,35.5,Loss,Win,Loss,Win,Under,Veterans Stadium,FALSE,,65,7,72,Home,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
9/16/1979,1979,3,1-1-0,2-0-0,2-0-0,Atlanta Falcons,17,20,Denver Broncos,1-1-0,1-1-0,0-2-0,DEN,-3,32,Loss,Win,Push,Push,Over,Atlanta-Fulton County Stadium,FALSE,,71,15,76,Away,2,0,0,2,0,0,1,0,1,1,1,0,1,1,0,0,2,0
9/16/1979,1979,3,1-1-0,0-2-0,0-2-0,Cincinnati Bengals,14,20,New England Patriots,1-1-0,1-1-0,1-1-0,NE,-6,41,Loss,Win,Push,Push,Under,Cinergy Field,FALSE,,58,7,59,Away,0,2,0,0,2,0,1,0,1,1,1,0,1,1,0,1,1,0
9/16/1979,1979,3,2-0-0,2-0-0,2-0-0,Cleveland Browns,13,10,Baltimore Colts,0-2-0,0-2-0,1-1-0,CLE,-7,42,Win,Loss,Loss,Win,Under,Cleveland Municipal Stadium,FALSE,,59,9,71,Home,2,0,0,2,0,0,2,0,0,0,2,0,2,0,0,1,1,0
9/16/1979,1979,3,1-1-0,0-2-0,2-0-0,Dallas Cowboys,24,20,Chicago Bears,2-0-0,1-0-1,1-1-0,DAL,-9,37,Win,Loss,Loss,Win,Over,Texas Stadium,FALSE,,68,8,41,Home,2,0,0,0,2,0,0,1,1,2,0,0,1,1,0,1,1,0
9/16/1979,1979,3,1-1-0,1-0-1,1-1-0,Green Bay Packers,10,21,Tampa Bay Buccaneers,2-0-0,2-0-0,2-0-0,GB,-2,36,Loss,Win,Loss,Win,Under,Lambeau Field,FALSE,,60,9,71,Home,1,1,0,1,0,1,0,0,2,2,0,0,1,1,0,2,0,0
9/16/1979,1979,3,2-0-0,0-2-0,1-1-0,Houston Oilers,20,6,Kansas City Chiefs,1-1-0,1-1-0,1-1-0,TEN,-5,37,Win,Loss,Win,Loss,Under,Houston Astrodome,FALSE,indoor,72,0,0,Home,1,1,0,0,2,0,1,0,1,1,1,0,2,0,0,1,1,0
9/16/1979,1979,3,1-1-0,1-1-0,1-1-0,Los Angeles Rams,27,24,San Francisco 49ers,0-2-0,2-0-0,1-1-0,LAR,-13,39,Win,Loss,Loss,Win,Over,Anaheim Stadium,FALSE,,83,8,33,Home,1,1,0,1,1,0,0,0,2,0,2,0,1,1,0,1,1,0
9/16/1979,1979,3,2-0-0,0-2-0,1-1-0,Minnesota Vikings,12,27,Miami Dolphins,2-0-0,1-1-0,0-2-0,MIA,-7,37,Loss,Win,Loss,Win,Over,Metropolitan Stadium,FALSE,,64,11,58,Away,1,1,0,0,2,0,1,0,1,2,0,0,2,0,0,0,2,0
9/16/1979,1979,3,2-0-0,0-2-0,0-2-0,New Orleans Saints,14,26,Philadelphia Eagles,1-1-0,0-2-0,1-1-0,NO,-3,42,Loss,Win,Loss,Win,Under,Louisiana Superdome,FALSE,indoor,72,0,0,Home,0,2,0,0,2,0,2,0,0,1,1,0,2,0,0,1,1,0
9/16/1979,1979,3,2-0-0,0-2-0,0-2-0,New York Jets,31,10,Detroit Lions,0-2-0,0-2-0,2-0-0,NYJ,-6,42,Win,Loss,Win,Loss,Under,Giants Stadium,FALSE,,65,10,55,Home,0,2,0,0,2,0,2,0,0,0,2,0,2,0,0,2,0,0
9/16/1979,1979,3,1-1-0,2-0-0,2-0-0,San Diego Chargers,27,19,Buffalo Bills,1-1-0,2-0-0,1-1-0,LAC,-9,44,Win,Loss,Loss,Win,Over,Qualcomm Stadium,FALSE,,79,8,64,Home,2,0,0,2,0,0,0,0,2,1,1,0,1,1,0,1,1,0
9/16/1979,1979,3,1-1-0,0-2-0,0-2-0,Seattle Seahawks,27,10,Oakland Raiders,1-1-0,1-1-0,1-1-0,SEA,-3,44,Win,Loss,Win,Loss,Under,Seattle Kingdome,FALSE,indoor,72,0,0,Home,0,2,0,0,2,0,1,0,1,1,1,0,1,1,0,1,1,0
9/16/1979,1979,3,2-0-0,2-0-0,1-1-0,St. Louis Cardinals,21,24,Pittsburgh Steelers,2-0-0,2-0-0,1-1-0,PIT,-6,40,Loss,Win,Win,Loss,Over,Busch Memorial Stadium,FALSE,,63,5,56,Away,1,1,0,2,0,0,0,0,2,2,0,0,2,0,0,1,1,0
9/17/1979,1979,3,2-0-0,2-0-0,1-1-0,Washington Redskins,27,0,New York Giants,0-2-0,1-1-0,2-0-0,WAS,-6,37,Win,Loss,Win,Loss,Under,RFK Memorial Stadium,FALSE,,68,6,72,Home,1,1,0,2,0,0,1,0,1,0,2,0,2,0,0,2,0,0
9/23/1979,1979,4,2-1-0,3-0-0,1-2-0,Buffalo Bills,46,31,New York Jets,1-2-0,1-2-0,2-1-0,BUF,-3,42,Win,Loss,Win,Loss,Over,Ralph Wilson Stadium,FALSE,,50,9,66,Home,1,2,0,3,0,0,2,0,1,1,2,0,2,1,0,2,1,0
9/23/1979,1979,4,1-2-0,0-2-1,0-3-0,Cincinnati Bengals,27,30,Houston Oilers,2-1-0,1-2-0,2-1-0,TEN,-3,37,Loss,Win,Push,Push,Over,Cinergy Field,FALSE,,56,11,64,Away,0,3,0,0,2,1,2,0,1,2,1,0,1,2,0,2,1,0
9/23/1979,1979,4,1-2-0,1-1-1,2-1-0,Denver Broncos,37,34,Seattle Seahawks,1-2-0,1-2-0,1-2-0,DEN,-6,37,Win,Loss,Loss,Win,Over,Mile High Stadium,FALSE,,69,9,24,Home,2,1,0,1,1,1,2,0,1,1,2,0,1,2,0,1,2,0
9/23/1979,1979,4,2-1-0,0-3-0,0-3-0,Detroit Lions,24,23,Atlanta Falcons,2-1-0,2-0-1,2-1-0,ATL,-6,37,Win,Loss,Win,Loss,Over,Pontiac Silverdome,FALSE,indoor,72,0,0,Away,0,3,0,0,3,0,0,1,2,2,1,0,2,1,0,2,1,0
9/23/1979,1979,4,1-2-0,1-2-0,1-2-0,Kansas City Chiefs,35,7,Oakland Raiders,1-2-0,1-2-0,1-2-0,LVR,-3,41,Win,Loss,Win,Loss,Over,Arrowhead Stadium,FALSE,,65,10,47,Away,1,2,0,1,2,0,2,0,1,1,2,0,1,2,0,1,2,0
9/23/1979,1979,4,1-2-0,2-1-0,3-0-0,Miami Dolphins,31,16,Chicago Bears,2-1-0,2-0-1,2-1-0,MIA,-6,37,Win,Loss,Win,Loss,Over,Orange Bowl,FALSE,,79,8,86,Home,3,0,0,2,1,0,0,1,2,2,1,0,1,2,0,2,1,0
9/23/1979,1979,4,3-0-0,0-3-0,1-2-0,Minnesota Vikings,27,21,Green Bay Packers,1-2-0,1-1-1,1-2-0,MIN,-1,34,Win,Loss,Win,Loss,Over,Metropolitan Stadium,FALSE,,59,14,53,Home,1,2,0,0,3,0,1,1,1,1,2,0,3,0,0,1,2,0
9/23/1979,1979,4,1-2-0,1-1-1,2-1-0,New England Patriots,27,21,San Diego Chargers,3-0-0,2-1-0,2-1-0,NE,-3,44,Win,Loss,Win,Loss,Over,Foxboro Stadium,FALSE,,55,14,72,Home,2,1,0,1,1,1,1,0,2,3,0,0,1,2,0,2,1,0
9/23/1979,1979,4,2-1-0,1-2-0,0-3-0,New York Giants,13,17,Philadelphia Eagles,2-1-0,1-2-0,1-2-0,PHI,-5,37,Loss,Win,Win,Loss,Under,Giants Stadium,FALSE,,61,16,58,Away,0,3,0,1,2,0,2,0,1,2,1,0,2,1,0,1,2,0
9/23/1979,1979,4,2-1-0,2-1-0,3-0-0,Pittsburgh Steelers,17,13,Baltimore Colts,0-3-0,1-2-0,1-2-0,PIT,-14,38,Win,Loss,Loss,Win,Under,Three Rivers Stadium,FALSE,,54,10,65,Home,3,0,0,2,1,0,2,0,1,0,3,0,2,1,0,1,2,0
9/23/1979,1979,4,2-1-0,3-0-0,0-3-0,San Francisco 49ers,21,30,New Orleans Saints,0-3-0,0-3-0,2-1-0,PICK,0,42,Loss,Win,Loss,Win,Over,Candlestick Park,FALSE,,62,9,71,None,0,3,0,3,0,0,3,0,0,0,3,0,2,1,0,2,1,0
9/23/1979,1979,4,3-0-0,3-0-0,1-2-0,St. Louis Cardinals,7,17,Washington Redskins,2-1-0,3-0-0,2-1-0,ARI,-3,39,Loss,Win,Loss,Win,Under,Busch Memorial Stadium,FALSE,,61,8,53,Home,1,2,0,3,0,0,0,0,3,2,1,0,3,0,0,2,1,0
9/23/1979,1979,4,2-1-0,3-0-0,3-0-0,Tampa Bay Buccaneers,21,6,Los Angeles Rams,2-1-0,1-2-0,2-1-0,LAR,-3,35,Win,Loss,Win,Loss,Under,Houlihan's Stadium,FALSE,,82,8,76,Away,3,0,0,3,0,0,2,0,1,2,1,0,2,1,0,2,1,0
9/24/1979,1979,4,2-1-0,2-1-0,3-0-0,Cleveland Browns,26,7,Dallas Cowboys,3-0-0,0-3-0,2-1-0,DAL,-3,40,Win,Loss,Win,Loss,Under,Cleveland Municipal Stadium,FALSE,,56,8,68,Away,3,0,0,2,1,0,3,0,0,3,0,0,2,1,0,2,1,0
9/30/1979,1979,5,3-1-0,2-1-1,2-2-0,Atlanta Falcons,7,16,Washington Redskins,3-1-0,4-0-0,2-2-0,ATL,-3,37,Loss,Win,Loss,Win,Under,Atlanta-Fulton County Stadium,FALSE,,72,8,79,Home,2,2,0,2,1,1,0,0,4,3,1,0,3,1,0,2,2,0
9/30/1979,1979,5,1-3-0,2-2-0,0-4-0,Baltimore Colts,13,31,Buffalo Bills,2-2-0,4-0-0,3-1-0,IND,-2,42,Loss,Win,Loss,Win,Over,Memorial Stadium (Baltimore),FALSE,,71,7,90,Home,0,4,0,2,2,0,0,0,4,2,2,0,1,3,0,3,1,0
9/30/1979,1979,5,3-1-0,2-1-1,2-2-0,Chicago Bears,13,17,Tampa Bay Buccaneers,4-0-0,4-0-0,2-2-0,CHI,-1,34,Loss,Win,Loss,Win,Under,Soldier Field,FALSE,,67,9,68,Home,2,2,0,2,1,1,0,0,4,4,0,0,3,1,0,2,2,0
9/30/1979,1979,5,2-2-0,0-4-0,3-1-0,Dallas Cowboys,38,13,Cincinnati Bengals,0-4-0,0-2-2,2-2-0,DAL,-10,40,Win,Loss,Win,Loss,Over,Texas Stadium,FALSE,,79,5,54,Home,3,1,0,0,4,0,2,2,0,0,4,0,2,2,0,2,2,0
9/30/1979,1979,5,3-1-0,1-3-0,1-3-0,Detroit Lions,10,13,Minnesota Vikings,2-2-0,1-3-0,4-0-0,DET,-3,39,Loss,Win,Loss,Win,Under,Pontiac Silverdome,FALSE,indoor,72,0,0,Home,1,3,0,1,3,0,3,0,1,2,2,0,3,1,0,4,0,0
9/30/1979,1979,5,3-1-0,1-2-1,3-1-0,Houston Oilers,31,10,Cleveland Browns,4-0-0,3-1-0,2-2-0,TEN,-6,39,Win,Loss,Win,Loss,Over,Houston Astrodome,FALSE,indoor,72,0,0,Home,3,1,0,1,2,1,1,0,3,4,0,0,3,1,0,2,2,0
9/30/1979,1979,5,2-2-0,1-3-0,2-2-0,Los Angeles Rams,21,0,St. Louis Cardinals,1-3-0,3-1-0,3-1-0,LAR,-6,38,Win,Loss,Win,Loss,Under,Anaheim Stadium,FALSE,,65,10,80,Home,2,2,0,1,3,0,1,0,3,1,3,0,2,2,0,3,1,0
9/30/1979,1979,5,3-1-0,1-3-0,1-3-0,New Orleans Saints,24,14,New York Giants,0-4-0,2-2-0,2-2-0,NO,-6,39,Win,Loss,Win,Loss,Under,Louisiana Superdome,FALSE,indoor,72,0,0,Home,1,3,0,1,3,0,2,0,2,0,4,0,3,1,0,2,2,0
9/30/1979,1979,5,3-1-0,1-3-0,1-3-0,New York Jets,33,27,Miami Dolphins,4-0-0,3-1-0,2-2-0,MIA,-4,43,Win,Loss,Win,Loss,Over,Giants Stadium,FALSE,,67,13,83,Away,1,3,0,1,3,0,1,0,3,4,0,0,3,1,0,2,2,0
9/30/1979,1979,5,2-2-0,1-3-0,1-3-0,Oakland Raiders,27,3,Denver Broncos,3-1-0,1-2-1,2-2-0,DEN,-3,36,Win,Loss,Win,Loss,Under,Oakland Coliseum,FALSE,,64,8,78,Away,1,3,0,1,3,0,2,1,1,3,1,0,2,2,0,2,2,0
9/30/1979,1979,5,1-3-0,1-3-0,3-1-0,Philadelphia Eagles,17,14,Pittsburgh Steelers,4-0-0,2-2-0,2-2-0,PIT,-4,36,Win,Loss,Win,Loss,Under,Veterans Stadium,FALSE,,68,12,96,Away,3,1,0,1,3,0,2,0,2,4,0,0,1,3,0,2,2,0
9/30/1979,1979,5,3-1-0,2-2-0,3-1-0,San Diego Chargers,31,9,San Francisco 49ers,0-4-0,3-1-0,3-1-0,LAC,-13,44,Win,Loss,Win,Loss,Under,Qualcomm Stadium,FALSE,,72,11,69,Home,3,1,0,2,2,0,1,0,3,0,4,0,3,1,0,3,1,0
9/30/1979,1979,5,2-2-0,2-2-0,1-3-0,Seattle Seahawks,6,24,Kansas City Chiefs,2-2-0,2-2-0,2-2-0,SEA,-6,43,Loss,Win,Loss,Win,Under,Seattle Kingdome,FALSE,indoor,72,0,0,Home,1,3,0,2,2,0,2,0,2,2,2,0,2,2,0,2,2,0
10/1/1979,1979,5,2-2-0,1-2-1,1-3-0,Green Bay Packers,27,14,New England Patriots,3-1-0,2-1-1,2-2-0,NE,-7,39,Win,Loss,Win,Loss,Over,Lambeau Field,FALSE,,52,7,88,Away,1,3,0,1,2,1,1,1,2,3,1,0,2,2,0,2,2,0
10/7/1979,1979,6,3-2-0,2-2-1,2-3-0,Atlanta Falcons,25,7,Green Bay Packers,2-3-0,2-2-1,3-2-0,ATL,-6,35,Win,Loss,Win,Loss,Under,Atlanta-Fulton County Stadium,FALSE,,62,13,55,Home,2,3,0,2,2,1,2,1,2,2,3,0,3,2,0,3,2,0
10/7/1979,1979,6,2-3-0,2-3-0,0-5-0,Baltimore Colts,10,8,New York Jets,2-3-0,2-3-0,4-1-0,NYJ,-3,42,Win,Loss,Win,Loss,Under,Memorial Stadium (Baltimore),FALSE,,57,14,65,Away,0,5,0,2,3,0,3,0,2,2,3,0,2,3,0,4,1,0
10/7/1979,1979,6,4-1-0,5-0-0,3-2-0,Buffalo Bills,0,7,Chicago Bears,2-3-0,2-2-1,3-2-0,BUF,-5,40,Loss,Win,Loss,Win,Under,Ralph Wilson Stadium,FALSE,,50,21,74,Home,3,2,0,5,0,0,2,1,2,2,3,0,4,1,0,3,2,0
10/7/1979,1979,6,3-2-0,0-3-2,0-5-0,Cincinnati Bengals,7,10,Kansas City Chiefs,3-2-0,3-2-0,2-3-0,PICK,0,38,Loss,Win,Loss,Win,Under,Cinergy Field,FALSE,,49,14,68,None,0,5,0,0,3,2,2,0,3,3,2,0,3,2,0,2,3,0
10/7/1979,1979,6,3-2-0,3-2-0,4-1-0,Cleveland Browns,35,51,Pittsburgh Steelers,4-1-0,2-3-0,2-3-0,PIT,-4,36,Loss,Win,Loss,Win,Over,Cleveland Municipal Stadium,FALSE,,48,17,87,Away,4,1,0,3,2,0,3,0,2,4,1,0,3,2,0,2,3,0
10/7/1979,1979,6,2-3-0,1-3-1,3-2-0,Denver Broncos,7,0,San Diego Chargers,4-1-0,3-2-0,3-2-0,LAC,-1,37,Win,Loss,Win,Loss,Under,Mile High Stadium,FALSE,,67,11,26,Away,3,2,0,1,3,1,2,0,3,4,1,0,2,3,0,3,2,0
10/7/1979,1979,6,4-1-0,2-2-1,4-1-0,Houston Oilers,17,24,St. Louis Cardinals,1-4-0,3-2-0,3-2-0,TEN,-7,39,Loss,Win,Loss,Win,Over,Houston Astrodome,FALSE,indoor,72,0,0,Home,4,1,0,2,2,1,2,0,3,1,4,0,4,1,0,3,2,0
10/7/1979,1979,6,4-1-0,2-3-0,3-2-0,Minnesota Vikings,20,36,Dallas Cowboys,4-1-0,1-4-0,3-2-0,DAL,-7,39,Loss,Win,Loss,Win,Over,Metropolitan Stadium,FALSE,,43,5,65,Away,3,2,0,2,3,0,4,0,1,4,1,0,4,1,0,3,2,0
10/7/1979,1979,6,3-2-0,2-2-1,3-2-0,New England Patriots,24,17,Detroit Lions,1-4-0,1-4-0,3-2-0,NE,-13,40,Win,Loss,Loss,Win,Over,Foxboro Stadium,FALSE,,56,13,88,Home,3,2,0,2,2,1,4,0,1,1,4,0,3,2,0,3,2,0
10/7/1979,1979,6,3-2-0,2-3-0,2-3-0,New Orleans Saints,17,35,Los Angeles Rams,3-2-0,2-3-0,2-3-0,LAR,-4,39,Loss,Win,Loss,Win,Over,Louisiana Superdome,FALSE,indoor,72,0,0,Away,2,3,0,2,3,0,3,0,2,3,2,0,3,2,0,2,3,0
10/7/1979,1979,6,2-3-0,2-3-0,0-5-0,New York Giants,17,14,Tampa Bay Buccaneers,5-0-0,5-0-0,2-3-0,TB,-6,34,Win,Loss,Win,Loss,Under,Giants Stadium,FALSE,,60,16,55,Away,0,5,0,2,3,0,0,0,5,5,0,0,2,3,0,2,3,0
10/7/1979,1979,6,1-4-0,2-3-0,4-1-0,Philadelphia Eagles,28,17,Washington Redskins,4-1-0,5-0-0,2-3-0,PHI,-1,37,Win,Loss,Win,Loss,Over,Veterans Stadium,FALSE,,57,14,76,Home,4,1,0,2,3,0,0,0,5,4,1,0,1,4,0,2,3,0
10/7/1979,1979,6,3-2-0,3-2-0,0-5-0,San Francisco 49ers,24,35,Seattle Seahawks,1-4-0,2-3-0,2-3-0,SEA,-5,43,Loss,Win,Loss,Win,Over,Candlestick Park,FALSE,,61,14,77,Away,0,5,0,3,2,0,3,0,2,1,4,0,3,2,0,2,3,0
10/8/1979,1979,6,2-3-0,2-3-0,2-3-0,Oakland Raiders,13,3,Miami Dolphins,4-1-0,3-2-0,3-2-0,MIA,-1,39,Win,Loss,Win,Loss,Under,Oakland Coliseum,FALSE,,63,12,78,Away,2,3,0,2,3,0,2,0,3,4,1,0,2,3,0,3,2,0
10/14/1979,1979,7,2-4-0,3-3-0,1-5-0,Baltimore Colts,16,28,Houston Oilers,4-2-0,2-3-1,5-1-0,TEN,-6,36,Loss,Win,Loss,Win,Over,Memorial Stadium (Baltimore),FALSE,,46,13,62,Away,1,5,0,3,3,0,3,1,2,4,2,0,2,4,0,5,1,0
10/14/1979,1979,7,3-3-0,3-2-1,3-3-0,Chicago Bears,7,27,New England Patriots,4-2-0,2-3-1,4-2-0,NE,-4,37,Loss,Win,Loss,Win,Under,Soldier Field,FALSE,,45,9,47,Away,3,3,0,3,2,1,3,1,2,4,2,0,3,3,0,4,2,0
